id,region,municipio,age_group,gender,income
72363,Norte,4,18-29,F,20088.65
72364,Sur,18,30-49,M,23475.69
72365,Sur,14,30-49,F,25652.73
72366,Sur,17,18-29,M,13510.63
72367,Sur,20,50+,M,22987.75
72368,Sur,9,30-49,M,22088.63
72369,Sur,10,30-49,F,23861.48
72370,Sur,20,50+,F,18377.85
72371,Sur,17,30-49,F,23251.37
72372,Norte,8,30-49,M,35534.28
72373,Norte,6,30-49,M,30685.12
72374,Norte,6,30-49,M,22872.04
72375,Norte,6,18-29,F,19844.16
72376,Sur,20,30-49,F,18634.67
72377,Sur,12,30-49,F,21803.64
72378,Norte,2,50+,M,20537.31
72379,Sur,15,30-49,F,25003.99
72380,Norte,1,30-49,F,24570.71
72381,Sur,9,50+,F,20096.3
72382,Sur,9,30-49,M,25020.52
72383,Sur,11,30-49,M,21224.24
72384,Norte,4,18-29,M,7025.17
72385,Sur,15,50+,M,27177.09
72386,Sur,20,18-29,F,14684.31
72387,Sur,13,50+,F,15565.4
72388,Sur,10,30-49,F,21793.17
72389,Sur,18,30-49,M,21693.2
72390,Sur,11,50+,M,16143.79
72391,Norte,1,50+,F,25465.96
72392,Sur,20,50+,F,21857.51
72393,Norte,1,18-29,F,19614.54
72394,Sur,9,30-49,M,16693.3
72395,Sur,19,30-49,M,22569.3
72396,Sur,18,50+,F,17437.49
72397,Norte,3,50+,M,27989.82
72398,Sur,9,30-49,M,19359.87
72399,Norte,1,30-49,M,34769.65
72400,Sur,19,18-29,F,15693.08
72401,Norte,4,50+,M,27670.66
72402,Norte,3,50+,F,26168.01
72403,Norte,2,18-29,M,17192.27
72404,Norte,7,18-29,F,28157.28
72405,Norte,5,18-29,F,23550.76
72406,Norte,2,50+,M,26985.29
72407,Norte,2,30-49,M,27163.57
72408,Sur,13,30-49,F,19182.93
72409,Norte,5,50+,M,21418.26
72410,Sur,18,30-49,M,31720.19
72411,Norte,3,18-29,M,20474.4
72412,Sur,18,18-29,M,14050.38
72413,Sur,14,30-49,F,17691.73
72414,Sur,11,18-29,F,10165.42
72415,Sur,14,50+,M,21287.69
72416,Sur,19,30-49,F,12775.24
72417,Norte,8,18-29,F,13372.4
72418,Sur,19,18-29,M,16478.58
72419,Sur,20,50+,M,16731.31
72420,Sur,17,30-49,M,18067.23
72421,Norte,1,18-29,F,21604.26
72422,Norte,4,30-49,M,23649.04
72423,Sur,20,18-29,F,15067.03
72424,Sur,12,50+,M,21812.32
72425,Norte,5,18-29,M,23836.68
72426,Norte,6,50+,M,26479.91
72427,Norte,6,50+,F,24358.5
72428,Norte,8,30-49,F,29836.96
72429,Norte,1,18-29,M,22954.23
72430,Sur,10,50+,F,20128.71
72431,Norte,3,18-29,F,20794.07
72432,Sur,20,30-49,M,23679.87
72433,Norte,8,30-49,F,33682.61
72434,Sur,14,50+,M,14736.76
72435,Sur,16,18-29,M,16416.94
72436,Sur,9,50+,M,19973.5
72437,Sur,12,50+,F,17465.37
72438,Sur,10,30-49,M,25533.3
72439,Sur,10,30-49,F,24206.55
72440,Sur,19,50+,F,18154.52
72441,Norte,6,30-49,F,30844.77
72442,Sur,14,30-49,F,24075.57
72443,Norte,6,30-49,F,29848.01
72444,Norte,3,18-29,F,31851.02
72445,Sur,13,50+,F,13786.13
72446,Sur,14,50+,M,17967.41
72447,Norte,8,50+,M,24070.95
72448,Sur,20,30-49,F,24659.63
72449,Sur,19,50+,M,19906.23
72450,Norte,5,18-29,F,20112.07
72451,Norte,7,50+,F,32128.88
72452,Sur,19,50+,F,19591.82
72453,Norte,1,50+,F,29347.29
72454,Sur,11,30-49,M,23950.07
72455,Norte,1,30-49,M,17584.64
72456,Norte,8,50+,M,18575.14
72457,Sur,15,30-49,F,27241.18
72458,Sur,13,50+,M,22216.81
72459,Norte,5,50+,M,20882.15
72460,Sur,19,50+,M,20834.24
72461,Sur,14,50+,F,22371.91
72462,Sur,9,30-49,M,26631.56
72463,Norte,8,50+,M,23409.8
72464,Sur,14,50+,M,19450.7
72465,Norte,5,18-29,F,22734.68
72466,Sur,17,18-29,M,20456.5
72467,Sur,15,30-49,F,27440.32
72468,Sur,13,30-49,M,24302.56
72469,Sur,15,30-49,F,23730.95
72470,Sur,10,30-49,M,25193.49
72471,Sur,20,30-49,M,21242.61
72472,Sur,16,50+,F,27840.78
72473,Sur,13,30-49,M,21207.0
72474,Sur,12,30-49,M,25984.6
72475,Norte,5,18-29,F,21076.22
72476,Sur,12,30-49,F,27124.61
72477,Sur,14,30-49,M,21181.15
72478,Sur,18,30-49,M,18361.57
72479,Sur,11,18-29,F,17069.12
72480,Norte,7,30-49,F,25654.32
72481,Sur,15,30-49,F,21088.98
72482,Norte,3,30-49,F,31561.84
72483,Sur,16,30-49,F,21714.32
72484,Sur,13,30-49,M,19563.11
72485,Sur,19,18-29,M,14289.55
72486,Sur,15,30-49,M,19103.02
72487,Sur,14,30-49,M,17528.62
72488,Norte,5,18-29,F,21796.08
72489,Sur,19,18-29,M,4255.77
72490,Sur,9,30-49,F,22426.01
72491,Norte,3,30-49,M,33785.65
72492,Sur,12,30-49,M,22475.45
72493,Sur,15,30-49,F,23878.55
72494,Sur,20,30-49,F,27058.97
72495,Sur,12,18-29,F,13960.77
72496,Sur,9,30-49,F,28685.92
72497,Sur,16,50+,F,22671.03
72498,Norte,3,30-49,M,21611.64
72499,Sur,19,50+,M,23126.85
72500,Sur,14,18-29,F,15041.67
72501,Sur,18,30-49,M,23779.11
72502,Sur,15,30-49,F,27640.65
72503,Sur,20,18-29,M,12598.89
72504,Norte,6,30-49,F,29527.38
72505,Sur,20,18-29,F,16170.26
72506,Sur,9,30-49,F,27431.21
72507,Sur,17,18-29,M,13271.23
72508,Sur,19,30-49,F,29732.41
72509,Sur,11,30-49,M,9656.32
72510,Sur,14,50+,F,30976.97
72511,Sur,16,50+,F,29088.74
72512,Sur,20,50+,M,29149.08
72513,Sur,10,18-29,M,19311.11
72514,Norte,1,18-29,F,17478.12
72515,Norte,6,50+,F,16218.85
72516,Sur,14,18-29,F,13181.59
72517,Sur,17,50+,M,10188.36
72518,Sur,13,18-29,F,11288.75
72519,Sur,11,50+,F,32116.98
72520,Norte,8,30-49,M,35169.08
72521,Sur,13,50+,M,23876.54
72522,Sur,15,50+,F,22396.86
72523,Sur,10,18-29,M,21408.81
72524,Norte,3,50+,M,22241.35
72525,Norte,8,50+,F,22823.98
72526,Norte,3,18-29,F,18290.68
72527,Sur,12,30-49,M,19497.52
72528,Sur,10,18-29,F,20485.51
72529,Norte,7,18-29,F,20854.99
72530,Sur,19,50+,F,21298.46
72531,Norte,6,18-29,F,20726.87
72532,Sur,15,50+,M,26384.25
72533,Norte,7,30-49,F,29726.73
72534,Norte,4,50+,M,29096.87
72535,Sur,14,30-49,F,30480.72
72536,Norte,1,30-49,F,27520.62
72537,Sur,20,18-29,F,19805.11
72538,Norte,1,18-29,F,14077.09
72539,Norte,3,30-49,M,27651.19
72540,Norte,4,30-49,M,28930.25
72541,Norte,2,50+,M,30135.36
72542,Norte,5,50+,M,14127.58
72543,Sur,13,50+,F,16843.18
72544,Sur,15,30-49,F,26167.88
72545,Sur,16,50+,M,18505.67
72546,Norte,7,50+,M,23754.05
72547,Sur,9,30-49,M,20958.8
72548,Sur,19,30-49,M,22171.63
72549,Norte,8,50+,F,25127.61
72550,Norte,7,50+,F,29038.16
72551,Sur,19,30-49,F,20844.01
72552,Sur,18,30-49,F,24671.18
72553,Sur,9,50+,M,17244.97
72554,Sur,18,18-29,F,20501.18
72555,Norte,8,50+,M,25205.35
72556,Norte,6,50+,M,27170.72
72557,Sur,9,50+,M,18923.88
72558,Sur,15,50+,M,26331.68
72559,Sur,20,50+,M,26563.35
72560,Sur,10,18-29,M,17013.86
72561,Sur,10,50+,M,21960.47
72562,Sur,20,18-29,M,15643.57
72563,Sur,10,30-49,F,21064.13
72564,Norte,6,18-29,F,22062.53
72565,Sur,20,18-29,M,14257.15
72566,Sur,11,50+,M,18511.92
72567,Sur,10,30-49,M,25525.96
72568,Norte,4,50+,M,26404.51
72569,Norte,4,18-29,F,23429.84
72570,Norte,7,50+,M,28999.71
72571,Sur,16,30-49,M,21145.58
72572,Norte,2,30-49,F,27866.05
72573,Norte,2,18-29,F,19398.97
72574,Sur,13,50+,M,25808.15
72575,Sur,9,30-49,M,28311.59
72576,Sur,17,50+,F,13514.36
72577,Sur,17,30-49,M,29594.99
72578,Norte,6,30-49,M,27912.89
72579,Norte,6,18-29,F,20445.13
72580,Sur,16,30-49,M,21914.33
72581,Sur,12,50+,M,21974.2
72582,Sur,13,18-29,F,14638.33
72583,Norte,2,50+,F,28062.83
72584,Norte,2,18-29,F,18438.01
72585,Sur,13,30-49,F,22354.2
72586,Sur,19,30-49,F,26171.08
72587,Norte,1,30-49,F,28267.19
72588,Sur,12,30-49,F,21394.53
72589,Norte,3,30-49,F,28909.33
72590,Norte,7,50+,F,18609.73
72591,Norte,4,18-29,M,24789.25
72592,Norte,8,30-49,F,24435.14
72593,Sur,11,18-29,M,15240.66
72594,Sur,20,18-29,M,11314.9
72595,Norte,7,50+,M,21641.85
72596,Norte,5,30-49,M,27681.07
72597,Sur,18,30-49,F,24451.8
72598,Norte,2,30-49,M,26471.02
72599,Norte,4,50+,F,22999.94
72600,Norte,6,50+,F,26149.0
72601,Norte,7,18-29,F,17969.45
72602,Sur,17,50+,M,14917.91
72603,Sur,15,30-49,F,26720.29
72604,Sur,11,50+,F,12222.13
72605,Sur,12,18-29,M,20896.56
72606,Sur,19,50+,F,17814.83
72607,Norte,3,30-49,F,24459.91
72608,Sur,12,50+,F,20603.85
72609,Norte,7,30-49,F,29265.42
72610,Sur,9,30-49,F,22434.77
72611,Norte,1,50+,F,26853.92
72612,Norte,6,30-49,M,31686.92
72613,Sur,18,50+,M,19335.31
72614,Norte,7,30-49,M,21600.66
72615,Sur,17,30-49,M,23011.76
72616,Norte,1,50+,M,25306.14
72617,Sur,16,50+,F,19439.57
72618,Sur,17,18-29,M,16461.98
72619,Norte,2,30-49,M,19845.46
72620,Sur,14,18-29,M,16760.67
72621,Norte,4,18-29,F,10872.02
72622,Sur,20,18-29,F,15592.8
72623,Norte,8,30-49,M,22597.8
72624,Sur,13,18-29,F,11086.78
72625,Norte,6,18-29,F,25004.24
72626,Sur,20,30-49,F,17012.38
72627,Sur,9,18-29,F,14610.25
72628,Sur,9,50+,M,20929.83
72629,Norte,4,30-49,M,27042.31
72630,Sur,20,18-29,F,13170.48
72631,Sur,9,30-49,M,20675.47
72632,Norte,5,18-29,F,22535.5
72633,Sur,13,18-29,F,16426.03
72634,Sur,15,50+,M,21349.12
72635,Sur,20,18-29,F,9865.03
72636,Norte,3,30-49,F,28441.24
72637,Sur,12,30-49,F,24042.57
72638,Sur,20,18-29,M,17327.48
72639,Sur,18,18-29,F,10136.21
72640,Sur,18,18-29,M,22793.78
72641,Sur,17,30-49,F,20453.03
72642,Sur,16,30-49,F,26732.12
72643,Sur,12,30-49,F,30599.53
72644,Sur,17,50+,M,16762.81
72645,Sur,18,30-49,F,22633.65
72646,Sur,16,50+,F,15699.43
72647,Sur,9,18-29,F,15031.17
72648,Sur,19,30-49,F,19442.84
72649,Sur,19,18-29,M,10901.83
72650,Norte,5,18-29,F,20533.88
72651,Norte,5,50+,M,20417.07
72652,Norte,3,50+,F,19707.54
72653,Sur,11,50+,M,24553.38
72654,Sur,11,50+,F,20815.31
72655,Sur,15,18-29,F,11004.08
72656,Sur,15,18-29,M,20176.2
72657,Sur,9,18-29,F,15036.54
72658,Sur,16,18-29,M,17178.5
72659,Sur,16,18-29,F,21771.78
72660,Norte,5,50+,M,28776.93
72661,Sur,13,30-49,F,27679.23
72662,Norte,7,18-29,F,20418.47
72663,Sur,11,50+,F,18170.69
72664,Sur,19,50+,M,21596.45
72665,Norte,2,18-29,F,19518.93
72666,Norte,2,30-49,M,28987.03
72667,Norte,1,18-29,M,23365.38
72668,Norte,4,30-49,F,31591.72
72669,Sur,11,50+,M,18068.51
72670,Sur,18,30-49,F,27140.7
72671,Sur,12,50+,F,23783.27
72672,Norte,6,18-29,M,15935.65
72673,Sur,17,18-29,F,17075.31
72674,Sur,11,30-49,F,22085.04
72675,Sur,14,18-29,F,15522.68
72676,Norte,5,50+,F,26678.04
72677,Sur,11,18-29,F,12380.84
72678,Sur,13,30-49,M,23937.43
72679,Sur,10,18-29,M,10229.74
72680,Sur,19,30-49,M,21409.51
72681,Sur,13,30-49,M,25930.34
72682,Norte,8,50+,M,24253.99
72683,Norte,6,18-29,F,22154.16
72684,Sur,20,50+,F,23515.92
72685,Sur,16,30-49,F,23595.83
72686,Norte,3,30-49,M,29850.95
72687,Sur,19,30-49,M,21615.43
72688,Norte,5,30-49,M,25259.39
72689,Norte,8,30-49,F,32081.53
72690,Sur,12,50+,F,22107.25
72691,Sur,20,30-49,M,25320.47
72692,Sur,17,50+,M,20326.32
72693,Sur,20,18-29,F,11876.2
72694,Norte,3,18-29,M,14883.76
72695,Sur,12,50+,M,11428.09
72696,Sur,12,30-49,F,26216.02
72697,Sur,18,30-49,M,19428.53
72698,Sur,10,18-29,F,10964.82
72699,Sur,11,18-29,M,10117.14
72700,Sur,14,30-49,M,27717.38
72701,Sur,19,30-49,F,20492.08
72702,Sur,14,18-29,M,19393.79
72703,Norte,1,30-49,F,29312.13
72704,Sur,14,30-49,M,23043.38
72705,Norte,6,18-29,M,21434.5
72706,Norte,5,50+,F,26907.01
72707,Norte,3,50+,F,36809.66
72708,Norte,1,18-29,M,22733.92
72709,Sur,20,30-49,M,19898.42
72710,Sur,13,18-29,F,15946.65
72711,Norte,7,30-49,F,34027.59
72712,Sur,10,18-29,F,17427.58
72713,Norte,6,18-29,F,20257.25
72714,Sur,14,30-49,M,22574.73
72715,Sur,11,30-49,M,24140.69
72716,Sur,19,30-49,F,17398.2
72717,Norte,5,18-29,F,14313.63
72718,Norte,1,18-29,M,19449.72
72719,Sur,16,18-29,M,15869.69
72720,Norte,5,50+,M,23763.07
72721,Norte,6,30-49,F,29720.13
72722,Sur,10,18-29,F,16717.77
72723,Sur,13,18-29,M,21908.13
72724,Sur,20,30-49,M,23575.03
72725,Sur,18,50+,F,22656.16
72726,Sur,16,30-49,M,19930.78
72727,Sur,14,18-29,M,21011.0
72728,Norte,6,30-49,M,28270.48
72729,Norte,2,30-49,F,32143.29
72730,Norte,4,18-29,F,20630.26
72731,Norte,2,30-49,F,29575.09
72732,Norte,5,30-49,M,23488.34
72733,Sur,19,50+,F,27657.99
72734,Sur,18,18-29,F,14071.6
72735,Sur,17,18-29,F,15587.72
72736,Norte,3,18-29,M,22514.27
72737,Sur,10,30-49,M,19604.95
72738,Sur,11,30-49,F,26554.61
72739,Sur,12,18-29,F,19220.63
72740,Sur,11,30-49,M,27610.02
72741,Sur,16,18-29,F,7509.2
72742,Sur,9,50+,F,18692.56
72743,Sur,13,18-29,M,22818.72
72744,Sur,10,50+,F,16140.24
72745,Norte,6,30-49,M,29637.9
72746,Norte,6,30-49,F,32344.68
72747,Norte,8,18-29,M,18939.82
72748,Sur,11,18-29,F,14634.07
72749,Norte,1,30-49,M,28484.77
72750,Norte,2,30-49,M,24674.42
72751,Norte,6,18-29,F,22299.63
72752,Sur,18,30-49,F,23081.16
72753,Sur,19,18-29,F,14477.64
72754,Sur,10,18-29,F,8650.24
72755,Sur,15,30-49,F,18085.23
72756,Sur,20,18-29,M,17736.49
72757,Norte,5,30-49,F,22011.02
72758,Sur,10,30-49,M,35060.47
72759,Sur,12,50+,F,27670.66
72760,Norte,8,30-49,F,29400.37
72761,Norte,6,50+,M,16465.13
72762,Norte,3,18-29,F,20707.01
72763,Sur,19,30-49,F,21769.84
72764,Norte,2,50+,M,27475.33
72765,Norte,7,18-29,F,21077.3
72766,Sur,19,18-29,M,16522.11
72767,Sur,14,30-49,M,18660.97
72768,Norte,6,50+,M,23518.39
72769,Sur,12,50+,F,14868.69
72770,Norte,4,30-49,M,35565.71
72771,Norte,8,50+,F,26953.27
72772,Norte,8,18-29,M,16028.26
72773,Norte,1,18-29,M,14957.66
72774,Norte,6,30-49,F,34465.32
72775,Sur,12,18-29,M,14616.19
72776,Sur,14,30-49,F,25925.25
72777,Sur,19,30-49,M,21840.53
72778,Norte,1,50+,F,23293.85
72779,Sur,20,50+,F,24941.45
72780,Norte,8,50+,F,21758.84
72781,Sur,9,50+,M,25290.74
72782,Norte,5,30-49,F,26995.22
72783,Norte,3,30-49,M,31751.03
72784,Sur,18,18-29,M,13083.5
72785,Sur,10,50+,F,22169.08
72786,Sur,16,30-49,F,26181.13
72787,Sur,14,30-49,F,18068.97
72788,Norte,6,50+,F,24285.32
72789,Sur,20,18-29,F,10425.09
72790,Norte,4,50+,M,21064.08
72791,Sur,19,50+,M,24607.85
72792,Norte,5,50+,M,24206.19
72793,Sur,18,18-29,F,19606.22
72794,Sur,15,30-49,F,28327.45
72795,Sur,20,30-49,M,17683.01
72796,Sur,19,18-29,F,21147.42
72797,Sur,19,18-29,M,17825.22
72798,Sur,14,50+,F,20984.14
72799,Sur,15,50+,M,27592.51
72800,Norte,6,18-29,M,19086.23
72801,Sur,13,50+,F,15896.54
72802,Sur,16,50+,M,18649.66
72803,Norte,6,50+,M,27751.46
72804,Sur,19,18-29,F,14613.65
72805,Norte,6,50+,F,20789.96
72806,Sur,15,18-29,F,14423.65
72807,Norte,4,30-49,M,20601.08
72808,Norte,8,30-49,F,29416.0
72809,Sur,14,30-49,F,19544.71
72810,Norte,8,50+,M,26181.99
72811,Norte,2,30-49,M,30517.48
72812,Sur,19,18-29,M,17318.43
72813,Sur,10,50+,M,23881.16
72814,Norte,2,50+,F,22187.47
72815,Norte,4,50+,F,18436.5
72816,Norte,1,30-49,F,29659.47
72817,Norte,1,30-49,F,24351.58
72818,Sur,11,18-29,F,9620.92
72819,Sur,12,30-49,M,29630.52
72820,Sur,16,50+,F,24591.17
72821,Norte,6,30-49,M,32442.25
72822,Sur,12,30-49,F,19696.95
72823,Norte,1,30-49,M,33424.22
72824,Norte,8,50+,F,21116.51
72825,Sur,16,50+,F,12690.77
72826,Norte,1,18-29,M,23169.98
72827,Norte,6,50+,F,28103.3
72828,Norte,7,50+,F,31779.01
72829,Sur,20,50+,M,25450.55
72830,Norte,8,30-49,F,28320.08
72831,Sur,14,50+,F,20289.95
72832,Norte,5,50+,F,26671.73
72833,Norte,3,18-29,F,15422.39
72834,Sur,20,50+,M,17261.17
72835,Sur,12,30-49,M,26139.01
72836,Norte,1,18-29,F,21323.88
72837,Sur,16,30-49,M,24613.37
72838,Norte,8,50+,F,21563.52
72839,Norte,6,30-49,M,25761.82
72840,Norte,1,30-49,F,26272.36
72841,Sur,10,30-49,F,25395.98
72842,Sur,14,30-49,F,21510.52
72843,Norte,2,50+,F,23007.96
72844,Sur,16,30-49,F,28332.24
72845,Sur,12,30-49,M,16250.54
72846,Norte,4,18-29,M,27071.55
72847,Norte,7,30-49,F,27156.01
72848,Norte,2,18-29,F,20023.0
72849,Norte,5,30-49,M,30828.04
72850,Sur,10,18-29,M,15315.49
72851,Sur,13,50+,F,25207.23
72852,Sur,11,50+,M,21438.36
72853,Norte,1,50+,M,25376.97
72854,Norte,7,18-29,M,25344.85
72855,Sur,18,30-49,F,33069.28
72856,Sur,11,18-29,M,11780.2
72857,Sur,9,30-49,F,18734.5
72858,Norte,5,30-49,M,30467.36
72859,Norte,4,50+,M,22453.25
72860,Sur,16,30-49,F,20418.61
72861,Norte,5,50+,M,25903.33
72862,Norte,4,50+,M,24975.83
72863,Sur,18,18-29,M,17561.08
72864,Norte,6,30-49,F,33394.29
72865,Norte,8,30-49,F,28181.03
72866,Norte,8,30-49,M,23229.64
72867,Sur,10,50+,F,17748.36
72868,Norte,1,18-29,F,13216.52
72869,Sur,13,30-49,M,27187.39
72870,Norte,2,30-49,F,30507.01
72871,Sur,9,50+,M,24595.2
72872,Sur,13,50+,M,16586.17
72873,Sur,12,18-29,M,9920.91
72874,Sur,17,30-49,F,22067.47
72875,Norte,4,30-49,M,35415.19
72876,Norte,2,50+,F,31352.49
72877,Sur,15,50+,F,18309.57
72878,Sur,11,30-49,F,23055.27
72879,Sur,11,50+,M,24233.67
72880,Norte,6,18-29,M,22063.76
72881,Norte,7,18-29,F,19720.78
72882,Sur,13,50+,F,24567.65
72883,Norte,3,50+,F,22327.24
72884,Norte,4,50+,M,27379.03
72885,Norte,4,50+,M,27026.62
72886,Norte,6,30-49,M,34191.36
72887,Norte,5,30-49,F,26664.92
72888,Sur,15,50+,M,20851.2
72889,Sur,10,30-49,F,19829.93
72890,Sur,14,50+,F,14250.88
72891,Sur,12,18-29,F,15495.97
72892,Sur,13,30-49,F,32306.0
72893,Norte,5,18-29,F,18857.26
72894,Sur,18,30-49,F,28161.88
72895,Sur,16,18-29,M,13154.59
72896,Norte,2,30-49,M,30725.98
72897,Sur,13,50+,F,16023.33
72898,Sur,18,50+,M,26660.1
72899,Norte,5,50+,M,25922.33
72900,Sur,10,30-49,F,24701.14
72901,Sur,13,30-49,F,23995.28
72902,Sur,9,50+,M,22991.97
72903,Norte,2,18-29,M,16814.93
72904,Sur,9,18-29,F,17045.89
72905,Sur,12,30-49,M,20390.15
72906,Norte,2,18-29,F,20607.35
72907,Sur,13,50+,M,20087.74
72908,Sur,11,50+,M,22948.5
72909,Norte,3,30-49,F,32440.32
72910,Sur,17,18-29,F,24000.77
72911,Sur,17,50+,F,22797.59
72912,Sur,14,30-49,M,25946.78
72913,Norte,2,18-29,M,22029.96
72914,Sur,20,30-49,F,23622.42
72915,Sur,13,18-29,F,20483.55
72916,Norte,4,30-49,F,28120.71
72917,Sur,10,18-29,F,12207.08
72918,Norte,7,18-29,M,18480.26
72919,Norte,8,30-49,F,28133.65
72920,Norte,1,50+,F,38016.44
72921,Norte,5,18-29,F,23262.65
72922,Sur,20,18-29,M,9693.55
72923,Norte,8,50+,M,27886.03
72924,Sur,15,50+,M,24836.15
72925,Sur,14,50+,F,25436.41
72926,Sur,15,18-29,F,10229.5
72927,Sur,17,30-49,F,18876.76
72928,Sur,9,50+,M,25264.26
72929,Sur,9,30-49,F,26695.78
72930,Sur,12,50+,M,23164.14
72931,Norte,3,50+,M,22910.74
72932,Sur,19,30-49,F,22914.52
72933,Sur,20,18-29,F,19991.42
72934,Sur,17,18-29,F,17678.93
72935,Sur,18,30-49,F,23694.02
72936,Sur,17,30-49,M,27102.07
72937,Sur,17,50+,M,21100.97
72938,Norte,7,18-29,M,24856.57
72939,Sur,18,30-49,F,22132.8
72940,Sur,9,18-29,F,11121.96
72941,Sur,15,50+,F,18183.11
72942,Sur,18,18-29,M,19165.81
72943,Norte,2,50+,F,33128.94
72944,Norte,1,30-49,M,27484.32
72945,Norte,8,30-49,F,25105.58
72946,Norte,6,18-29,M,24346.34
72947,Sur,13,18-29,M,14876.39
72948,Norte,6,30-49,F,30562.53
72949,Norte,6,50+,F,27214.93
72950,Sur,17,30-49,F,22977.79
72951,Sur,15,18-29,M,16859.67
72952,Norte,7,30-49,M,27685.38
72953,Sur,14,18-29,F,20910.39
72954,Sur,19,30-49,F,24084.83
72955,Sur,10,50+,M,16265.99
72956,Sur,13,30-49,M,25035.99
72957,Sur,15,18-29,M,18458.99
72958,Norte,3,30-49,F,28413.81
72959,Norte,6,50+,M,24936.46
72960,Norte,3,30-49,F,33248.39
72961,Sur,10,50+,F,25542.3
72962,Norte,3,50+,F,28200.36
72963,Sur,13,30-49,M,20657.23
72964,Sur,14,50+,F,15293.92
72965,Norte,6,18-29,F,20383.51
72966,Norte,3,18-29,F,16344.17
72967,Sur,20,30-49,F,27701.53
72968,Sur,14,18-29,F,15081.35
72969,Sur,15,30-49,M,17947.22
72970,Sur,17,50+,M,18769.91
72971,Norte,7,30-49,F,26058.9
72972,Sur,15,30-49,F,22840.13
72973,Sur,9,30-49,M,25109.4
72974,Sur,9,18-29,M,9355.08
72975,Norte,1,18-29,M,15523.53
72976,Sur,11,18-29,M,12054.28
72977,Sur,16,30-49,M,21923.0
72978,Norte,7,30-49,F,22037.93
72979,Sur,9,30-49,F,17496.12
72980,Norte,4,30-49,F,24547.69
72981,Norte,7,50+,F,24103.25
72982,Sur,11,30-49,F,22034.91
72983,Sur,19,30-49,M,25082.43
72984,Norte,7,30-49,F,28710.52
72985,Sur,11,30-49,M,24148.69
72986,Sur,13,30-49,F,25567.68
72987,Norte,5,18-29,F,15800.42
72988,Norte,2,50+,F,21693.3
72989,Sur,11,18-29,M,7779.46
72990,Sur,9,30-49,F,16886.6
72991,Norte,6,30-49,M,33628.08
72992,Sur,20,50+,F,17153.97
72993,Norte,4,30-49,M,22934.41
72994,Norte,3,18-29,M,21173.45
72995,Sur,16,18-29,F,23779.2
72996,Norte,8,50+,F,27979.65
72997,Norte,5,50+,F,31389.73
72998,Norte,5,18-29,F,17790.67
72999,Norte,3,30-49,M,29237.53
73000,Sur,9,30-49,M,17804.77
73001,Sur,14,50+,F,23137.01
73002,Sur,9,50+,F,17931.69
73003,Norte,5,30-49,F,35535.91
73004,Norte,3,30-49,M,25747.05
73005,Sur,10,50+,M,22507.54
73006,Norte,3,30-49,F,30082.66
73007,Norte,3,50+,M,21118.91
73008,Norte,5,18-29,F,29264.16
73009,Norte,2,50+,F,27467.38
73010,Sur,18,50+,F,12935.56
73011,Norte,2,30-49,F,27176.69
73012,Sur,9,30-49,M,22026.3
73013,Sur,19,30-49,M,23970.98
73014,Sur,13,30-49,F,23815.32
73015,Norte,7,30-49,F,24358.86
73016,Norte,4,30-49,M,32427.95
73017,Norte,1,30-49,F,25685.76
73018,Sur,11,50+,M,17510.73
73019,Norte,2,30-49,M,32034.96
73020,Norte,4,30-49,M,27681.87
73021,Norte,5,30-49,F,24652.11
73022,Sur,15,18-29,M,17443.31
73023,Norte,7,30-49,F,33122.59
73024,Sur,9,30-49,M,24990.6
73025,Norte,1,50+,M,23819.25
73026,Sur,15,30-49,F,17236.72
73027,Sur,11,18-29,M,7434.95
73028,Sur,18,50+,M,21756.02
73029,Sur,13,18-29,M,18981.23
73030,Norte,5,18-29,M,13776.51
73031,Sur,15,30-49,M,22133.88
73032,Norte,7,50+,F,28035.36
73033,Sur,10,30-49,F,25081.3
73034,Sur,12,30-49,F,23605.75
73035,Sur,13,18-29,F,20959.02
73036,Sur,11,50+,F,25527.7
73037,Sur,17,30-49,M,23086.91
73038,Sur,15,50+,F,25161.2
73039,Norte,8,30-49,F,32580.84
73040,Norte,7,18-29,F,18615.42
73041,Norte,2,50+,M,20033.22
73042,Sur,10,30-49,M,23341.95
73043,Sur,14,18-29,M,19034.72
73044,Sur,10,30-49,M,25165.79
73045,Sur,13,30-49,F,29746.51
73046,Norte,7,30-49,M,24879.11
73047,Sur,14,50+,M,13705.31
73048,Norte,4,18-29,F,25021.62
73049,Norte,7,30-49,M,26543.28
73050,Sur,16,30-49,F,16093.04
73051,Sur,15,50+,M,11284.22
73052,Norte,8,50+,M,27067.71
73053,Sur,20,18-29,M,12672.04
73054,Sur,18,18-29,F,19353.32
73055,Norte,1,18-29,M,14983.19
73056,Sur,13,18-29,M,7795.85
73057,Sur,13,18-29,M,8177.15
73058,Sur,11,30-49,M,29046.46
73059,Sur,15,30-49,F,19355.91
73060,Norte,6,50+,F,19805.34
73061,Sur,16,50+,M,24335.2
73062,Sur,18,30-49,F,21158.22
73063,Sur,11,30-49,M,22072.22
73064,Sur,14,30-49,F,20466.96
73065,Norte,5,50+,M,24902.71
73066,Sur,18,18-29,F,11693.28
73067,Norte,5,30-49,M,23703.95
73068,Norte,7,30-49,F,27053.6
73069,Sur,19,30-49,F,12718.14
73070,Sur,12,30-49,M,21454.69
73071,Sur,12,50+,M,23478.33
73072,Norte,1,18-29,F,23477.93
